# step Etot Epot T p 
1220000 -4280.0954 -5250.1317 308.172 -97.9711 
1225000 -4270.3573 -5216.2883 300.514 -220.847 
1230000 -4253.7368 -5220.6758 307.188 -10.2387 
1235000 -4286.0065 -5195.9318 289.0753 -550.0134 
1240000 -4254.4543 -5205.3851 302.1024 -85.6363 
1245000 -4303.3643 -5224.9896 292.7923 -414.395 
1250000 -4279.6303 -5233.1968 302.9397 -770.0003 
1255000 -4306.7317 -5236.9379 295.5184 -871.4042 
1260000 -4257.6451 -5208.1074 301.9536 -478.0501 
1265000 -4211.6639 -5168.1918 303.8805 -286.4339 
1270000 -4270.1397 -5196.1361 294.1809 -1127.6733 
1275000 -4249.3768 -5193.8476 300.0501 -650.458 
1280000 -4231.9855 -5214.5507 312.1524 137.2066 
1285000 -4258.5955 -5211.1056 302.6041 300.86 
1290000 -4256.0509 -5213.1686 304.0679 -149.4652 
1295000 -4253.0722 -5223.4346 308.2756 -383.7909 
1300000 -4307.0281 -5272.1555 306.6125 -315.8563 
1305000 -4279.8289 -5206.8828 294.5169 -158.364 
1310000 -4312.5497 -5210.1914 285.1729 -362.7511 
1315000 -4216.511 -5140.9424 293.6837 -242.4647 
1320000 -4203.92 -5195.4291 314.9937 703.9804 
1325000 -4273.3356 -5228.6422 303.4925 -544.7447 
1330000 -4228.7511 -5214.8613 313.2786 -136.2305 
1335000 -4239.652 -5189.1889 301.6595 41.8368 
1340000 -4301.6451 -5195.9018 284.0975 -52.0762 
1345000 -4235.7534 -5167.7172 296.0767 -838.801 
1350000 -4264.9893 -5239.9759 309.7447 584.1238 
1355000 -4250.1384 -5184.4491 296.8223 -800.3786 
1360000 -4205.108 -5178.8552 309.3509 -510.971 
1365000 -4246.5082 -5159.7298 290.1225 -571.5497 
1370000 -4320.3234 -5259.6658 298.4208 -635.1096 
1375000 -4345.2817 -5251.3802 287.8595 -913.1023 
1380000 -4304.8918 -5225.2852 292.4009 -265.5791 
1385000 -4296.6063 -5220.5951 293.5431 69.2203 
1390000 -4199.5821 -5144.3625 300.1484 43.7698 
1395000 -4234.4242 -5173.5702 298.3584 -70.4295 
1400000 -4262.2115 -5202.0522 298.5791 -224.1585 
1405000 -4377.7753 -5258.0362 279.6511 342.9696 
1410000 -4312.7355 -5206.6599 283.9919 -453.7814 
1415000 -4333.3298 -5258.1402 293.8042 -723.3119 
1420000 -4196.5799 -5166.9694 308.2842 -360.9645 
1425000 -4293.4215 -5224.2185 295.706 -259.1611 
1430000 -4266.2945 -5189.7001 293.3579 128.5686 
1435000 -4240.65 -5222.8217 312.0273 222.283 
1440000 -4257.666 -5202.1663 300.0594 -321.4191 
1445000 -4229.2572 -5171.785 299.4328 -217.131 
1450000 -4178.3036 -5181.0232 318.5552 -120.6751 
1455000 -4212.8985 -5175.7779 305.8984 -64.032 
1460000 -4244.5827 -5184.9316 298.7406 -455.5775 
1465000 -4207.7275 -5148.7238 298.9463 -86.5929 
1470000 -4294.2168 -5238.7631 300.0741 -816.1749 
1475000 -4227.7051 -5241.3778 322.0349 -322.7564 
1480000 -4331.9159 -5276.1491 299.9746 -465.2347 
1485000 -4199.6261 -5149.5964 301.7972 124.3247 
1490000 -4213.2345 -5204.0181 314.7633 -31.568 
1495000 -4242.8421 -5189.3591 300.7001 -631.1461 
1500000 -4241.5535 -5170.0491 294.9749 -267.1956 
1505000 -4244.0855 -5235.5214 314.9705 -66.3766 
1510000 -4310.2584 -5238.2142 294.8034 -322.2754 
1515000 -4265.9745 -5230.5366 306.4329 -28.9344 
1520000 -4275.7705 -5216.6821 298.9194 -682.0845 
1525000 -4318.7657 -5226.5507 288.3953 201.5584 
1530000 -4326.0909 -5247.5047 292.7251 175.7482 
1535000 -4306.1353 -5231.6684 294.0337 -5.6269 
1540000 -4266.2835 -5182.2558 290.9963 250.8133 
1545000 -4237.0226 -5173.3254 297.4552 190.2104 
1550000 -4287.3274 -5191.4989 287.2474 -486.7605 
1555000 -4292.3645 -5237.4941 300.2594 366.6653 
1560000 -4259.7862 -5219.7553 304.9738 -236.7 
1565000 -4237.8412 -5188.445 301.9985 482.2948 
1570000 -4323.2169 -5223.8407 286.1203 -450.1766 
1575000 -4280.0479 -5207.031 294.4944 -951.002 
1580000 -4219.7709 -5212.8033 315.4777 -160.7231 
1585000 -4290.9005 -5205.7693 290.6458 -418.755 
1590000 -4295.1957 -5192.1177 284.9443 278.279 
1595000 -4308.5237 -5237.0781 294.9936 21.9597 
1600000 -4240.7993 -5197.0947 303.8067 -761.4733 
1605000 -4232.5529 -5196.535 306.2486 -107.8108 
1610000 -4221.293 -5152.8112 295.9352 -26.9583 
1615000 -4266.2926 -5198.3051 296.0922 -61.533 
1620000 -4198.7404 -5190.0831 314.9409 428.122 
1625000 -4189.5787 -5182.2367 315.3587 -123.7064 
1630000 -4262.7271 -5164.386 286.4491 -656.3086 
1635000 -4264.9993 -5199.0965 296.7545 -438.2829 
1640000 -4246.2336 -5224.313 310.7272 -206.4785 
1645000 -4278.0938 -5242.2469 306.303 -860.45 
1650000 -4332.2661 -5258.6852 294.3152 -466.432 
1655000 -4338.308 -5252.7128 290.4984 -290.3107 
1660000 -4254.1599 -5195.0287 298.9058 -251.3881 
1665000 -4187.7263 -5161.6211 309.3978 -628.1027 
1670000 -4271.2533 -5209.6632 298.1246 -304.7332 
1675000 -4227.2968 -5176.0659 301.4156 51.2254 
1680000 -4260.0809 -5219.9859 304.9534 -154.6286 
1685000 -4209.4063 -5198.7452 314.3043 -867.9806 
1690000 -4317.1941 -5219.5537 286.6717 -287.3729 
1695000 -4261.6896 -5215.924 303.1519 -337.3464 
1700000 -4267.61 -5182.1866 290.553 -173.1584 
1705000 -4183.9677 -5145.7296 305.5433 366.6293 
1710000 -4242.0775 -5175.8826 296.6617 -647.8307 
1715000 -4280.0508 -5218.3006 298.0737 -103.4706 
1720000 -4280.8218 -5195.1395 290.4707 -722.4732 
1725000 -4295.656 -5222.1966 294.3538 -582.5267 
1730000 -4236.2724 -5155.6583 292.0808 -336.2741 
1735000 -4311.9129 -5248.3716 297.5047 -763.743 
1740000 -4253.0049 -5185.9191 296.3786 -910.701 
1745000 -4290.7556 -5227.7067 297.6611 -435.2263 
1750000 -4267.672 -5221.0638 302.8842 119.2066 
1755000 -4309.5412 -5264.7606 303.4648 -445.6771 
1760000 -4276.191 -5218.3121 299.3036 -54.7752 
1765000 -4286.715 -5223.2656 297.5339 403.751 
1770000 -4244.8949 -5226.2791 311.7771 157.7467 
1775000 -4246.4343 -5179.1254 296.3078 -28.0948 
1780000 -4279.5609 -5206.7769 294.5684 -89.3652 
1785000 -4231.1208 -5201.112 308.1577 396.1457 
1790000 -4243.1722 -5189.0703 300.5035 -420.7984 
1795000 -4307.2964 -5260.517 302.8298 -33.9823 
1800000 -4190.6606 -5108.1222 291.4695 -352.7363 
1805000 -4228.5501 -5172.2413 299.8024 -761.1135 
1810000 -4300.3875 -5232.7782 296.2123 -471.1762 
1815000 -4310.1151 -5238.2754 294.8684 -266.3302 
1820000 -4328.7386 -5235.7276 288.1424 -633.0059 
1825000 -4286.1152 -5213.8785 294.7422 -292.5872 
1830000 -4305.651 -5252.8681 300.9226 -116.6341 
1835000 -4220.4774 -5168.454 301.1639 -62.0601 
1840000 -4310.4295 -5231.305 292.5541 -526.696 
1845000 -4351.4777 -5293.7875 299.3635 -585.1499 
1850000 -4225.547 -5185.6455 305.0149 -625.541 
1855000 -4227.2928 -5190.4504 305.9867 483.9773 
1860000 -4232.2828 -5181.5295 301.5673 -528.8072 
1865000 -4195.9484 -5212.7016 323.0136 -460.6146 
1870000 -4232.5676 -5163.9398 295.8888 563.0433 
1875000 -4244.6754 -5171.0066 294.2873 113.5325 
1880000 -4315.6677 -5214.3348 285.4986 -345.0234 
1885000 -4213.948 -5167.591 302.964 350.7599 
1890000 -4263.7573 -5201.776 298.0003 -571.2805 
1895000 -4327.8841 -5265.5244 297.8801 -661.4269 
1900000 -4250.4906 -5185.0471 296.9004 144.4975 
1905000 -4317.7279 -5229.4198 289.6365 -956.0253 
1910000 -4225.2763 -5171.7754 300.6945 -213.5164 
1915000 -4252.0575 -5184.4557 296.2147 -234.9474 
1920000 -4325.479 -5296.0557 308.3437 -655.0822 
1925000 -4320.0306 -5245.5451 294.0278 -87.0027 
1930000 -4293.6982 -5268.2279 309.5995 -194.053 
1935000 -4290.6163 -5211.7201 292.6266 146.1049 
1940000 -4245.0416 -5184.2359 298.3738 317.7073 
1945000 -4296.213 -5231.3234 297.0764 26.3157 
1950000 -4353.3385 -5272.5453 292.0239 -442.4107 
1955000 -4226.3949 -5204.5789 310.7605 -199.6399 
1960000 -4268.908 -5206.0243 297.7136 -676.746 
1965000 -4299.8952 -5251.5255 302.3246 15.341 
1970000 -4218.3664 -5230.5435 321.5598 -431.8403 
1975000 -4282.3914 -5220.0128 297.8741 111.1137 
1980000 -4284.1851 -5242.3554 304.4023 562.0414 
1985000 -4218.2227 -5168.6002 301.9266 437.4691 
1990000 -4303.5799 -5253.1756 301.6782 -606.3967 
1995000 -4273.7941 -5214.3659 298.8114 -249.8266 
2000000 -4273.8998 -5227.3053 302.8886 -234.5977 
2005000 -4214.8266 -5146.9076 296.114 162.9405 
2010000 -4246.6817 -5162.9345 291.0855 -180.9386 
2015000 -4293.8362 -5239.1517 300.3184 -84.0321 
2020000 -4344.7627 -5272.2626 294.6586 -748.3946 
2025000 -4273.5605 -5218.1731 300.0951 24.8176 
2030000 -4292.6482 -5203.236 289.2858 -460.0751 
2035000 -4249.982 -5161.3446 289.5319 -234.5632 
2040000 -4232.9013 -5210.6804 310.6318 -658.0847 
2045000 -4219.673 -5197.0039 310.4895 -783.8268 
2050000 -4191.0563 -5189.437 317.1768 -21.461 
2055000 -4263.9303 -5226.1977 305.7039 -432.843 
2060000 -4292.2293 -5238.7663 300.7065 -259.4897 
2065000 -4177.6464 -5164.9865 313.6693 217.253 
2070000 -4249.1662 -5185.4622 297.453 -528.02 
2075000 -4271.6908 -5216.0294 300.0081 -79.4825 
2080000 -4306.0202 -5229.7331 293.4555 -384.7642 
2085000 -4255.6923 -5217.6496 305.6054 23.8992 
2090000 -4319.2777 -5250.5506 295.8572 -113.6084 
2095000 -4170.5548 -5154.809 312.6889 321.788 
2100000 -4242.5363 -5178.1643 297.2408 -902.9642 
2105000 -4332.5506 -5247.5805 290.697 -1060.6432 
2110000 -4305.7359 -5234.4215 295.0353 -936.1534 
2115000 -4249.5913 -5185.5312 297.3399 -448.1122 
2120000 -4291.102 -5229.5395 298.1333 -6.845 
2125000 -4236.4137 -5153.6338 291.3928 -243.5434 
2130000 -4279.4353 -5234.1448 303.3028 -220.8979 
2135000 -4320.7968 -5261.3323 298.7999 -500.8616 
2140000 -4231.8354 -5202.7338 308.4459 -582.2293 
2145000 -4269.0661 -5208.7046 298.5149 -585.3289 
2150000 -4324.1087 -5211.6157 281.9532 -501.274 
2155000 -4259.0913 -5199.2538 298.6814 -477.0298 
2160000 -4200.5643 -5143.32 299.5052 -233.4626 
2165000 -4207.9438 -5166.1207 304.4044 190.6008 
2170000 -4184.3331 -5175.8468 314.9952 160.3321 
2175000 -4233.549 -5168.5559 297.0435 -303.5325 
2180000 -4255.2245 -5210.9337 303.6204 4.7561 
2185000 -4238.383 -5190.5421 302.4926 -63.1014 
2190000 -4243.5055 -5197.3394 303.0247 -186.6886 
2195000 -4184.2212 -5140.0255 303.6506 -32.3248 
2200000 -4227.2617 -5162.0685 296.9799 -105.9381 
2205000 -4291.0761 -5207.9886 291.295 466.3794 
2210000 -4222.3627 -5164.932 299.446 -402.4676 
2215000 -4283.261 -5226.4253 299.635 -293.1841 
2220000 -4244.3718 -5210.3761 306.8911 440.2197 
2225000 -4275.4719 -5238.0333 305.7973 -719.0852 
2230000 -4301.0843 -5243.4385 299.3776 -433.5921 
2235000 -4361.3577 -5277.9509 291.1936 -101.29 
2240000 -4242.1773 -5172.1858 295.4555 -288.4805 
2245000 -4181.2392 -5098.4659 291.3949 -460.6128 
2250000 -4263.7286 -5186.1639 293.0496 -767.9631 
2255000 -4297.015 -5216.9992 292.2709 -835.7093 
2260000 -4328.9056 -5275.2566 300.6474 -450.435 
2265000 -4250.1427 -5163.5976 290.1966 -717.7575 
2270000 -4289.0024 -5246.5307 304.1983 181.9114 
2275000 -4271.4151 -5232.9468 305.4702 -380.6395 
2280000 -4335.7369 -5251.851 291.0414 -70.1156 
2285000 -4194.3767 -5167.0578 309.0123 -426.0183 
2290000 -4288.0 -5195.9504 288.4479 -26.0414 
2295000 -4248.3112 -5184.4949 297.4173 -244.593 
2300000 -4258.6483 -5216.4711 304.2919 -73.5654 
2305000 -4317.4127 -5219.5733 286.6085 -291.7709 
2310000 -4308.1336 -5221.29 290.1018 -191.8873 
2315000 -4269.7637 -5187.9098 291.687 -242.5526 
2320000 -4323.1047 -5236.9646 290.3253 -0.1827 
2325000 -4309.7804 -5228.5762 291.8934 6.8071 
2330000 -4293.5757 -5244.8975 302.2266 12.8287 
2335000 -4320.0731 -5252.0546 296.0823 39.9706 
2340000 -4246.075 -5206.5553 305.1361 -412.1433 
2345000 -4280.5871 -5217.7921 297.7418 10.9766 
2350000 -4227.7862 -5187.4305 304.8706 -122.2324 
2355000 -4261.6529 -5181.5669 292.2486 479.2879 
2360000 -4301.184 -5243.5614 299.385 20.2178 
2365000 -4268.4132 -5218.9366 301.9729 -335.4358 
2370000 -4226.6738 -5168.6382 299.2538 -143.0016 
2375000 -4200.8696 -5148.6799 301.111 -495.4186 
2380000 -4349.4737 -5273.3413 293.5046 -631.0198 
2385000 -4190.6032 -5147.5397 304.0103 -493.1869 
2390000 -4255.4189 -5211.0382 303.5919 -468.9459 
2395000 -4258.2888 -5179.4222 292.636 199.8904 
2400000 -4201.668 -5159.014 304.1404 -616.1076 
2405000 -4224.8186 -5150.9546 294.2253 -41.168 
